# f, real(s11), imag(s11), abs(s21), real(s22), imag(s22)
7.366333007999999438e+01 4.061630079705736904e-03 6.422682892654404691e-04 9.975498290122833955e-01 1.635506884989319136e-03 1.216401446440442975e-03
7.366943358999999703e+01 4.061790146079085478e-03 6.421341450031228327e-04 9.975496875696389099e-01 1.635665183840622752e-03 1.216372913071793373e-03
7.367553710999999339e+01 4.061950198568139297e-03 6.419999856873638468e-04 9.975495461236318917e-01 1.635823481987372981e-03 1.216344372871541648e-03
7.368164061999999603e+01 4.062110236647997058e-03 6.418658117566381806e-04 9.975494046747215293e-01 1.635981778912971125e-03 1.216315825936206078e-03
7.368774414000000661e+01 4.062270260842625914e-03 6.417316227701523818e-04 9.975492632224391976e-01 1.636140075138228876e-03 1.216287272175236482e-03
7.369384766000000297e+01 4.062430270889347966e-03 6.415974189465981602e-04 9.975491217670123811e-01 1.636298370405893246e-03 1.216258711638385816e-03
7.369995117000000562e+01 4.062590266525578989e-03 6.414632005047708752e-04 9.975489803086684537e-01 1.636456664458711902e-03 1.216230144375444544e-03
7.370605469000000198e+01 4.062750248275112663e-03 6.413289670037470788e-04 9.975488388469393453e-01 1.636614957817477669e-03 1.216201570295779655e-03
7.371215820000000463e+01 4.062910215613249783e-03 6.411947188822741169e-04 9.975486973822849102e-01 1.636773249965581874e-03 1.216172989495992911e-03
7.371826172000000099e+01 4.063070169063679946e-03 6.410604556993426727e-04 9.975485559142371894e-01 1.636931541423801081e-03 1.216144401885394053e-03
7.372436523000000363e+01 4.063230108101777670e-03 6.409261778938080785e-04 9.975484144432561484e-01 1.637089831675526399e-03 1.216115807560618888e-03
7.373046875000000000e+01 4.063390033251121532e-03 6.407918850245754739e-04 9.975482729688746053e-01 1.637248121241518346e-03 1.216087206430922080e-03
7.373657226999999637e+01 4.063549944249148990e-03 6.406575773105470124e-04 9.975481314913205999e-01 1.637406409864505070e-03 1.216058598546095829e-03
7.374267577999999901e+01 4.063709840833379036e-03 6.405232549707270875e-04 9.975479900108227271e-01 1.637564697287214937e-03 1.216029983955968985e-03
7.374877929999999537e+01 4.063869723527231519e-03 6.403889175638927947e-04 9.975478485269136941e-01 1.637722984030386348e-03 1.216001362569714027e-03
7.375488280999999802e+01 4.064029591806270908e-03 6.402545655291704083e-04 9.975477070400543544e-01 1.637881269577405423e-03 1.215972734484049161e-03
7.376098632999999438e+01 4.064189446193812970e-03 6.401201984252510467e-04 9.975475655497779703e-01 1.638039554448994734e-03 1.215944099608091142e-03
7.376708983999999703e+01 4.064349286165496768e-03 6.399858166913697296e-04 9.975474240565452844e-01 1.638197838128536282e-03 1.215915458038589400e-03
7.377319335999999339e+01 4.064509112244525310e-03 6.398514198861314896e-04 9.975472825598896698e-01 1.638356121136740713e-03 1.215886809684607129e-03
7.377929688000000397e+01 4.064668924168445344e-03 6.397170082286481648e-04 9.975471410600406097e-01 1.638514403216314707e-03 1.215858154595973392e-03
7.378540039000000661e+01 4.064828721674879942e-03 6.395825819381356766e-04 9.975469995572272541e-01 1.638672684109967331e-03 1.215829492822555419e-03
7.379150391000000297e+01 4.064988505286871653e-03 6.394481405730699291e-04 9.975468580509834204e-01 1.638830964338386246e-03 1.215800824273333136e-03
7.379760742000000562e+01 4.065148274480254696e-03 6.393136845729577517e-04 9.975467165417708504e-01 1.638989243384946729e-03 1.215772149045139241e-03
7.380371094000000198e+01 4.065308029777964065e-03 6.391792134961900469e-04 9.975465750291235834e-01 1.639147521770321263e-03 1.215743467046896198e-03
7.380981445000000463e+01 4.065467770655909439e-03 6.390447277823830402e-04 9.975464335135033611e-01 1.639305798977882091e-03 1.215714778375470966e-03
7.381591797000000099e+01 4.065627497636918261e-03 6.389102269898412232e-04 9.975462919944443341e-01 1.639464075528286732e-03 1.215686082939730498e-03
7.382202148000000363e+01 4.065787210196978273e-03 6.387757115582902174e-04 9.975461504724086881e-01 1.639622350904906345e-03 1.215657380836574278e-03
7.382812500000000000e+01 4.065946908858807628e-03 6.386411810459484287e-04 9.975460089469310176e-01 1.639780625628382187e-03 1.215628671974814832e-03
7.383422851999999637e+01 4.066106593360084044e-03 6.385066356721988542e-04 9.975458674182416940e-01 1.639938899441397953e-03 1.215599956404331099e-03
7.384033202999999901e+01 4.066266263438573711e-03 6.383720756565282491e-04 9.975457258865709775e-01 1.640097172086636256e-03 1.215571234175039312e-03
7.384643554999999537e+01 4.066425919616834320e-03 6.382375005570269750e-04 9.975455843514541288e-01 1.640255444084717752e-03 1.215542505195669814e-03
7.385253905999999802e+01 4.066585561371042698e-03 6.381029108136922461e-04 9.975454428133534446e-01 1.640413714919006444e-03 1.215513769563202756e-03
7.385864257999999438e+01 4.066745189223647250e-03 6.379683059845289890e-04 9.975453012718044077e-01 1.640571985110108894e-03 1.215485027186314270e-03
7.386474608999999703e+01 4.066904802650906335e-03 6.378336865096435968e-04 9.975451597272693149e-01 1.640730254141383035e-03 1.215456278162015949e-03
7.387084960999999339e+01 4.067064402175159070e-03 6.376990519469553443e-04 9.975450181792842042e-01 1.640888522533422199e-03 1.215427522398928629e-03
7.387695311999999603e+01 4.067223987272741009e-03 6.375644027366805626e-04 9.975448766283117052e-01 1.641046789769583453e-03 1.215398759994097732e-03
7.388305664000000661e+01 4.067383558465880247e-03 6.374297384366513566e-04 9.975447350738876340e-01 1.641205056370443650e-03 1.215369990856088366e-03
7.388916016000000297e+01 4.067543115492396749e-03 6.372950592665236171e-04 9.975445935162430278e-01 1.641363322078657648e-03 1.215341215034827175e-03
7.389526367000000562e+01 4.067702658090192880e-03 6.371603654460551497e-04 9.975444519556097012e-01 1.641521586636885289e-03 1.215312432580278965e-03
7.390136719000000198e+01 4.067862186781338006e-03 6.370256565329507738e-04 9.975443103915235810e-01 1.641679850565679359e-03 1.215283643400925581e-03
7.390747070000000463e+01 4.068021701042359370e-03 6.368909329676992808e-04 9.975441688244481853e-01 1.641838113348390851e-03 1.215254847593894840e-03
7.391357422000000099e+01 4.068181201395214448e-03 6.367561943079200551e-04 9.975440272539194408e-01 1.641996375505560624e-03 1.215226045067613943e-03
7.391967773000000363e+01 4.068340687316511148e-03 6.366214409942110670e-04 9.975438856804015320e-01 1.642154636520534250e-03 1.215197235919241283e-03
7.392578125000000000e+01 4.068500159328100260e-03 6.364866725841059406e-04 9.975437441034304964e-01 1.642312896913838494e-03 1.215168420057150065e-03
7.393188476999999637e+01 4.068659617167907569e-03 6.363518892974717690e-04 9.975436025232387038e-01 1.642471156428108479e-03 1.215139597531304880e-03
7.393798827999999901e+01 4.068819060573942124e-03 6.362170913542781027e-04 9.975434609400581909e-01 1.642629414805981498e-03 1.215110768391705447e-03
7.394409179999999537e+01 4.068978490067894256e-03 6.360822783119301962e-04 9.975433193534255505e-01 1.642787672567960679e-03 1.215081932546643873e-03
7.395019530999999802e+01 4.069137905126565292e-03 6.359474506113005398e-04 9.975431777638052999e-01 1.642945929197386174e-03 1.215053090093358348e-03
7.395629882999999438e+01 4.069297306271530204e-03 6.358126078097074349e-04 9.975430361707340321e-01 1.643104185214746367e-03 1.215024240940085903e-03
7.396240233999999703e+01 4.069456692979666647e-03 6.356777503481332017e-04 9.975428945746765974e-01 1.643262440103378805e-03 1.214995385184098340e-03
7.396850585999999339e+01 4.069616065772446376e-03 6.355428777838105980e-04 9.975427529751696998e-01 1.643420694383758212e-03 1.214966522733575876e-03
7.397460938000000397e+01 4.069775424387903594e-03 6.354079903368193291e-04 9.975426113724461530e-01 1.643578947798497378e-03 1.214937653638518663e-03
7.398071289000000661e+01 4.069934768564156639e-03 6.352730882273423165e-04 9.975424697667388818e-01 1.643737200090214295e-03 1.214908777948966317e-03
7.398681641000000297e+01 4.070094098822515070e-03 6.351381710124851410e-04 9.975423281575853673e-01 1.643895451779361352e-03 1.214879895573015142e-03
7.399291992000000562e+01 4.070253414640047362e-03 6.350032391335024744e-04 9.975421865454504600e-01 1.644053702349267424e-03 1.214851006608020203e-03
7.399902344000000198e+01 4.070412716537953786e-03 6.348682921474145709e-04 9.975420449298715297e-01 1.644211952320370155e-03 1.214822110962023591e-03
7.400512695000000463e+01 4.070572003993380879e-03 6.347333304955860402e-04 9.975419033113138711e-01 1.644370201175994950e-03 1.214793208732410298e-03
7.401123047000000099e+01 4.070731277527420491e-03 6.345983537349513762e-04 9.975417616893150763e-01 1.644528449436566007e-03 1.214764299827168640e-03
7.401733398000000363e+01 4.070890536617295490e-03 6.344633623069848016e-04 9.975416200643406617e-01 1.644686696585405481e-03 1.214735384343716999e-03
7.402343750000000000e+01 4.071049781783990171e-03 6.343283557685355919e-04 9.975414784359278864e-01 1.644844943142922608e-03 1.214706462189987747e-03
7.402954101999999637e+01 4.071209012765677517e-03 6.341933343399563461e-04 9.975413368043108964e-01 1.645003188851705675e-03 1.214677533416029607e-03
7.403564452999999901e+01 4.071368229300614643e-03 6.340582982417040719e-04 9.975411951697232826e-01 1.645161433454342534e-03 1.214648598071926648e-03
7.404174804999999537e+01 4.071527431909623650e-03 6.339232470304990248e-04 9.975410535317028593e-01 1.645319677471220954e-03 1.214619656065530576e-03
7.404785155999999802e+01 4.071686620070120825e-03 6.337881811480904895e-04 9.975409118907158090e-01 1.645477920385655934e-03 1.214590707494339790e-03
7.405395507999999438e+01 4.071845794302818115e-03 6.336531001511135032e-04 9.975407702462996129e-01 1.645636162718020282e-03 1.214561752266149399e-03
7.406005858999999703e+01 4.072004954085209870e-03 6.335180044814262045e-04 9.975406285989211197e-01 1.645794403951624223e-03 1.214532790478490545e-03
7.406616210999999339e+01 4.072164099937898747e-03 6.333828936955789544e-04 9.975404869481179215e-01 1.645952644606826039e-03 1.214503822039103478e-03
7.407226561999999603e+01 4.072323231338459762e-03 6.332477682355400466e-04 9.975403452943566451e-01 1.646110884166934870e-03 1.214474847045552081e-03
7.407836914000000661e+01 4.072482348807384550e-03 6.331126276577732142e-04 9.975402036371751047e-01 1.646269123152293385e-03 1.214445865405521094e-03
7.408447266000000297e+01 4.072641452082984871e-03 6.329774721829068774e-04 9.975400619768083343e-01 1.646427361305462765e-03 1.214416877169106077e-03
7.409057617000000562e+01 4.072800540903661823e-03 6.328423020316722384e-04 9.975399203134904802e-01 1.646585598369002890e-03 1.214387882386438154e-03
7.409667969000000198e+01 4.072959615789745712e-03 6.327071167604054200e-04 9.975397786467598005e-01 1.646743834863237995e-03 1.214358880965121833e-03
7.410278320000000463e+01 4.073118676219000638e-03 6.325719168113491274e-04 9.975396369770836991e-01 1.646902070271465731e-03 1.214329873002799277e-03
7.410888672000000099e+01 4.073277722711650221e-03 6.324367017407550237e-04 9.975394953040001012e-01 1.647060305113995805e-03 1.214300858407021217e-03
7.411499023000000363e+01 4.073436754745539227e-03 6.323014719909758607e-04 9.975393536279762996e-01 1.647218538874121964e-03 1.214271837275459525e-03
7.412109375000000000e+01 4.073595772840780255e-03 6.321662271181773245e-04 9.975392119485506637e-01 1.647376772072138952e-03 1.214242809515611371e-03
7.412719726999999637e+01 4.073754776735796085e-03 6.320309673432009893e-04 9.975390702659583386e-01 1.647535004450586269e-03 1.214213775177606361e-03
7.413330077999999901e+01 4.073913766169092766e-03 6.318956928869921873e-04 9.975389285804341366e-01 1.647693235752001458e-03 1.214184734311611179e-03
7.413940429999999537e+01 4.074072741660618967e-03 6.317604033055883436e-04 9.975387868915173151e-01 1.647851466496658450e-03 1.214155686825040166e-03
7.414550780999999802e+01 4.074231702688414607e-03 6.316250990416180308e-04 9.975386451996749448e-01 1.648009696167842750e-03 1.214126632815644988e-03
7.415161132999999438e+01 4.074390649772321668e-03 6.314897796510335641e-04 9.975385035044458393e-01 1.648167925285813542e-03 1.214097572190787075e-03
7.415771483999999703e+01 4.074549582390455532e-03 6.313544455765735626e-04 9.975383618062976243e-01 1.648326153333852864e-03 1.214068505048248887e-03
7.416381835999999339e+01 4.074708501062548026e-03 6.312190963741045810e-04 9.975382201047687802e-01 1.648484380832204287e-03 1.214039431295336341e-03
7.416992188000000397e+01 4.074867405527133821e-03 6.310837322646829740e-04 9.975380784000954515e-01 1.648642607523386925e-03 1.214010350982215039e-03
7.417602539000000661e+01 4.075026295522820446e-03 6.309483534694682039e-04 9.975379366925130054e-01 1.648800833149914906e-03 1.213981264159085926e-03
7.418212891000000297e+01 4.075185171569184472e-03 6.308129595442000821e-04 9.975377949815601442e-01 1.648959058232012716e-03 1.213952170733174039e-03
7.418823242000000562e+01 4.075344033144532099e-03 6.306775509318915309e-04 9.975376532677050490e-01 1.649117282252953072e-03 1.213923070802340985e-03
7.419433594000000198e+01 4.075502880768327139e-03 6.305421271881980110e-04 9.975375115504870882e-01 1.649275505732945282e-03 1.213893964273757373e-03
7.420043945000000463e+01 4.075661713918952989e-03 6.304066887562418406e-04 9.975373698303737768e-01 1.649433728155258157e-03 1.213864851245316252e-03
7.420654297000000099e+01 4.075820533115766774e-03 6.302712351915932621e-04 9.975372281069045943e-01 1.649591950040086045e-03 1.213835731624133153e-03
7.421264648000000363e+01 4.075979337837231688e-03 6.301357669374863749e-04 9.975370863805478328e-01 1.649750170870696022e-03 1.213806605508134734e-03
7.421875000000000000e+01 4.076138128602592968e-03 6.300002835494044684e-04 9.975369446508425275e-01 1.649908391167267474e-03 1.213777472804379934e-03
7.422485351999999637e+01 4.076296905150518859e-03 6.298647852486797183e-04 9.975368029180247120e-01 1.650066610672287857e-03 1.213748333563080106e-03
7.423095702999999901e+01 4.076455667219762609e-03 6.297292722567487087e-04 9.975366611823304197e-01 1.650224829128246360e-03 1.213719187834481298e-03
7.423706054999999537e+01 4.076614415329410726e-03 6.295937441289674438e-04 9.975365194432993521e-01 1.650383047055301554e-03 1.213690035525563302e-03
7.424316405999999802e+01 4.076773148958116356e-03 6.294582013088456272e-04 9.975363777013995792e-01 1.650541263936710756e-03 1.213660876734331054e-03
7.424926757999999438e+01 4.076931868624854120e-03 6.293226433516543698e-04 9.975362359561709136e-01 1.650699480292617139e-03 1.213631711367708400e-03
7.425537108999999703e+01 4.077090573808361297e-03 6.291870707010146146e-04 9.975360942080816473e-01 1.650857695606274119e-03 1.213602539523731287e-03
7.426147460999999339e+01 4.077249265027500617e-03 6.290514829121114952e-04 9.975359524566714819e-01 1.651015910397812510e-03 1.213573361109269999e-03
7.426757811999999603e+01 4.077407941761086556e-03 6.289158804286766515e-04 9.975358107024088206e-01 1.651174124150479221e-03 1.213544176222390190e-03
7.427368164000000661e+01 4.077566604527876025e-03 6.287802628058106495e-04 9.975356689448333647e-01 1.651332337384393573e-03 1.213514984769910321e-03
7.427978516000000297e+01 4.077725253066677782e-03 6.286446302651230037e-04 9.975355271841818139e-01 1.651490549842012882e-03 1.213485786802084463e-03
7.428588867000000562e+01 4.077883887116381251e-03 6.285089830283257942e-04 9.975353854206905346e-01 1.651648761265795979e-03 1.213456582369203769e-03
7.429199219000000198e+01 4.078042507195585482e-03 6.283733206503933858e-04 9.975352436538987844e-01 1.651806972175838550e-03 1.213427371378003649e-03
7.429809570000000463e+01 4.078201112783296639e-03 6.282376435753323721e-04 9.975351018842761874e-01 1.651965182055379700e-03 1.213398153926628469e-03
7.430419922000000099e+01 4.078359704397996680e-03 6.281019513580315744e-04 9.975349601113620013e-01 1.652123391424500801e-03 1.213368929921759213e-03
